"","taxa_id","W","detected_0.9","detected_0.8","detected_0.7","detected_0.6","Domain","Phylum","Order","Class","Family","Genus"
"161","Otu01065",0,FALSE,FALSE,FALSE,FALSE,"Bacteria","Planctomycetes","Planctomycetes_unclassified","Planctomycetes_unclassified","Planctomycetes_unclassified","Planctomycetes_unclassified"
"162","Otu01081",0,FALSE,FALSE,FALSE,FALSE,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Gilvibacter"
"163","Otu01085",0,FALSE,FALSE,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified"
"164","Otu01122",0,FALSE,FALSE,FALSE,FALSE,"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna"
"165","Otu01153",0,FALSE,FALSE,FALSE,FALSE,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Winogradskyella"
"166","Otu01212",0,FALSE,FALSE,FALSE,FALSE,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Rubritalea"
"167","Otu01232",0,FALSE,FALSE,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Marinagarivorans"
"168","Otu01233",0,FALSE,FALSE,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Arenicellales","Arenicellaceae","Arenicella"
"169","Otu01313",0,FALSE,FALSE,FALSE,FALSE,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidia_unclassified","Bacteroidia_unclassified","Bacteroidia_unclassified"
"170","Otu01431",0,FALSE,FALSE,FALSE,FALSE,"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured"
"171","Otu01435",0,FALSE,FALSE,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","Halioglobus"
"172","Otu01662",0,FALSE,FALSE,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Midichloriaceae","Midichloriaceae_unclassified"
