"","taxa_id","x","y","zero_ind","contrast","Domain","Phylum","Order","Class","Family","Genus"
"123","Otu00252",-0.14024741388681,0,"No","TF","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified"
"124","Otu00260",-0.00505922456548553,0,"No","T1","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda"
"125","Otu00260",0.499369704134288,0,"No","TF","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda"
"126","Otu00263",0.855852821639884,0,"No","T1","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Polaribacter_4"
"127","Otu00266",-0.0671185058152142,0,"No","TF","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11"
"128","Otu00267",-0.0529104211851516,0,"No","T1","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Leisingera"
"129","Otu00269",-0.0261417674860615,0,"No","T1","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ahrensia"
"130","Otu00269",-0.547899687833269,0,"No","TF","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ahrensia"
"131","Otu00270",0.220869822131987,0,"No","TF","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","uncultured","uncultured_ge"
"132","Otu00274",0.133159166499423,0,"No","TF","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Blastopirellula"
"133","Otu00274",-0.0115596018953237,0,"No","T1","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Blastopirellula"
"134","Otu00285",0.114856143483792,0,"No","T1","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Methylophilaceae","Methylotenera"
"135","Otu00285",-0.0304502811259083,0,"No","TF","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Methylophilaceae","Methylotenera"
"136","Otu00291",-0.0403555857885865,0,"No","TF","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter"
"137","Otu00291",-0.1445616816387,0,"No","T1","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter"
"138","Otu00292",0.0543990316480871,0,"No","T1","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Silicimonas"
"139","Otu00299",-0.274952221392487,0,"No","T1","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aquimarina"
"140","Otu00302",0.269984944843463,0,"No","TF","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Microtrichaceae","Sva0996_marine_group"
"141","Otu00310",-0.0490690437638701,0,"No","TF","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","Pseudohaliea"
"142","Otu00311",-0.296654687791322,0,"No","TF","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified"
"143","Otu00312",-0.431987575976238,0,"No","TF","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Tropicibacter"
"144","Otu00312",-0.167564586895443,0,"No","T1","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Tropicibacter"
"145","Otu00317",-0.594448631518113,0,"No","TF","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Algicola"
"146","Otu00319",-0.151756449756968,0,"No","TF","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Planomicrobium"
"147","Otu00320",0.23022804728134,0,"No","T1","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacteriaceae_unclassified"
"148","Otu00320",-0.138652205298254,0,"No","TF","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacteriaceae_unclassified"
"149","Otu00323",-0.286687793756162,0,"No","T1","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Microtrichaceae","Sva0996_marine_group"
"150","Otu00323",0.0711406780769646,0,"No","TF","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Microtrichaceae","Sva0996_marine_group"
"151","Otu00326",-0.110556786520484,0,"No","T1","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Aestuariibacter"
"152","Otu00326",0.0501303914079554,0,"No","TF","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Aestuariibacter"
"153","Otu00335",-0.0512250636478502,0,"No","TF","Bacteria","Cyanobacteria","Oxyphotobacteria","Synechococcales","Cyanobiaceae","Cyanobium_PCC-6307"
"154","Otu00340",-0.350942985486464,0,"No","T1","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","uncultured"
"155","Otu00341",-0.06372572508582,0,"No","T1","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_II","Clade_II_ge"
"156","Otu00341",0.297184062733693,0,"No","TF","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_II","Clade_II_ge"
"157","Otu00343",0.0740328240254053,0,"No","T1","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified"
"158","Otu00343",0.194804710002754,0,"No","TF","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified"
"159","Otu00349",0.484811115650382,0,"No","T1","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Neptuniibacter"
