Date,Tank,GridLoc,Frag.ID,Time,F0,FM,Yield,Notes
27-Apr-17,7,,2663,,697,1884,630,LIGHT/DARK
27-Apr-17,11,,2683,,230,466,506,
27-Apr-17,3,,2731,,386,822,530,
27-Apr-17,7,,2879,,NA,NA,NA,
27-Apr-17,2,,2893,,NA,NA,NA,
27-Apr-17,7,,2948,,504,1144,559,LIGHT/DARK
27-Apr-17,1,,3081,,205,681,668,small bit of tissue gone
27-Apr-17,3,,3116,,432,1184,635,
27-Apr-17,8,,3164,,147,424,653,
27-Apr-17,9,,3149,,234,699,665,
27-Apr-17,11,,3204,,488,1539,682,
27-Apr-17,11,,3224,,446,1383,677,
27-Apr-17,2,,3289,,282,821,656,
27-Apr-17,1,,3317,,405,1219,667,
27-Apr-17,8,,3323,,231,908,745,
27-Apr-17,5,,3337,,618,1489,584,
27-Apr-17,3,,3357,,426,884,518,
27-Apr-17,6,,3383,,346,593,416,
27-Apr-17,7,,3422,,384,1224,686,
27-Apr-17,8,,3442,,555,1562,647,
27-Apr-17,11,,3444,,204,470,565,
27-Apr-17,7,,3467,,709,1423,501,
27-Apr-17,2,,3470,,442,1356,674,
27-Apr-17,11,,3471,,367,859,572,
27-Apr-17,6,,3473,,270,820,670,
27-Apr-17,6,,3474,,736,2415,695,Light/Dark vlaues
27-Apr-17,11,,3476,,80,135,407,
27-Apr-17,3,,3480,,307,648,526,
27-Apr-17,7,,3481,,NA,NA,NA,
27-Apr-17,3,,3484,19:39,NA,NA,NA,
27-Apr-17,7,,3485,,428,943,546,
27-Apr-17,6,,3486,,NA,NA,NA,
27-Apr-17,6,,3487,,NA,NA,NA,
27-Apr-17,7,,3489,,NA,NA,NA,
27-Apr-17,7,,3491,,295,478,382,
27-Apr-17,2,,3515,,NA,NA,NA,
27-Apr-17,6,,3516,,NA,NA,NA,
27-Apr-17,3,,3517,,635,1749,636,
27-Apr-17,9,,3075,,NA,NA,NA,
27-Apr-17,5,,2730,,305,1182,741,
