Date,Tank,GridLoc,Frag.ID,Time,F0,FM,Yield,Notes
20-Apr-17,4,E1,N189,,677,1517,553,
20-Apr-17,4,E2,N49,,230,699,670,
20-Apr-17,4,E3,828,,415,821,494,
20-Apr-17,5,A1,N102,,206,599,656,
20-Apr-17,5,A2,N205,,883,2133,586,
20-Apr-17,5,A3,1061,,129,423,695,
20-Apr-17,5,B1,2730,,710,1827,611,
20-Apr-17,5,B2,766,,151,500,698,
20-Apr-17,5,B3,1688,,546,1352,596,
20-Apr-17,5,C1,N169,,133,454,707,
20-Apr-17,5,C2,377,,511,1546,669,
20-Apr-17,5,C3,417,,498,1043,522,
20-Apr-17,5,D1,657,,400,1253,681,
20-Apr-17,5,D2,3337,,799,429,624,
20-Apr-17,5,D3,478,,127,438,710,
20-Apr-17,5,E1,N42,,573,1836,687,
20-Apr-17,5,E2,N158,,152,493,691,
20-Apr-17,6,A1,881,,461,1102,581,
20-Apr-17,6,A2,3487,,,,,
20-Apr-17,6,A3,3516,,,,,
20-Apr-17,6,B1,N55,,388,511,240,
20-Apr-17,6,B2,3383,,338,728,535,
20-Apr-17,6,B3,2284,,508,1446,648,
20-Apr-17,6,C1,1013,,106,236,550,
20-Apr-17,6,C2,3486,,,,,
20-Apr-17,6,C3,3474,,537,1636,671,
20-Apr-17,6,D1,3473,,366,1071,658,
20-Apr-17,6,D2,1437,,360,997,638,
20-Apr-17,6,D3,925,,727,1729,579,
20-Apr-17,7,A1,3489,,124,306,594,
20-Apr-17,7,A2,473,,,,,"BLEACHED, no sigl"
20-Apr-17,7,A3,508,,233,657,645,
20-Apr-17,7,B1,1929,,450,753,402,
20-Apr-17,7,B2,3422,,482,1505,679,
20-Apr-17,7,B3,2879,,82,261,688,
20-Apr-17,7,C1,3491,,463,670,300,"BLEACHED, DEAD"
20-Apr-17,7,C2,3467,,527,1209,564,
20-Apr-17,7,C3,775,,166,370,551,BLEACHED
20-Apr-17,7,D1,3481,,57,117,512,"BLEACHED, DEAD"
20-Apr-17,7,D2,2948,,621,1011,385,
20-Apr-17,7,D3,2663,,313,605,482,
20-Apr-17,7,E1,N212,,265,805,670,
20-Apr-17,7,E2,3485,,355,663,466,"BLEACHED, LOOKS HEALTHY"
20-Apr-17,7,E3,1107,,77,201,616,
20-Apr-17,8,A1,N211,,908,2517,639,
20-Apr-17,8,A2,2478,,496,1128,560,
20-Apr-17,8,A3,907,,944,1686,440,
20-Apr-17,8,B1,706,,81,225,640,
20-Apr-17,8,B2,N223,,337,891,621,
20-Apr-17,8,B3,N152,,502,1573,680,
20-Apr-17,8,C1,2214,,557,1685,621,
20-Apr-17,8,C2,N217,,344,673,488,
20-Apr-17,8,C3,2226,,82,304,730,
20-Apr-17,8,D1,N105,,726,1760,587,
20-Apr-17,8,D2,3442,,780,2202,645,
20-Apr-17,8,D3,1533,,516,1390,628,
20-Apr-17,8,E1,422,,297,678,561,
20-Apr-17,8,E2,3164,,63,241,738,Low Signial
20-Apr-17,8,E3,N208,,450,1488,697,
20-Apr-17,8,F1,3323,,623,1726,639,right number?
20-Apr-17,9,A1,N98,,704,1905,630,
20-Apr-17,9,A2,1226,,239,706,661,
20-Apr-17,9,A3,N131,,863,2622,670,
20-Apr-17,9,B1,982,,674,1812,628,
20-Apr-17,9,B2,471,,442,957,538,
20-Apr-17,9,B3,1037,,370,837,557,
20-Apr-17,9,C1,N96,,386,1210,680,
20-Apr-17,9,C2,N127,,340,1083,686,
20-Apr-17,9,C3,955,,633,1495,576,
20-Apr-17,9,D1,403,,227,732,689,
20-Apr-17,9,D2,N132,,129,432,701,
20-Apr-17,9,D3,579,,786,2157,635,"VERY PALE, <10 POLYP BAILOUT"
20-Apr-17,9,E1,3149,,465,1256,629,
20-Apr-17,9,E2,779,,69,254,728,
20-Apr-17,9,E3,1736,,445,1073,585,"POLYP BAIOUT <20, PINK TIPS"
20-Apr-17,9,F1,3075,,65,237,725,"PALE, <10 POLYP BAIL"
20-Apr-17,9,F2,1240,,692,1667,584,
20-Apr-17,11,A1,3444,,327,783,582,BLEACHED
20-Apr-17,11,A2,3476,,209,417,498,DEAD?
20-Apr-17,11,A3,840,,345,774,554,
20-Apr-17,11,B1,477,,73,194,623,BLEACHED
20-Apr-17,11,B2,2136,,230,498,538,BLEACHED WITH 
20-Apr-17,11,B3,1413,,302,577,476,
20-Apr-17,11,C1,1526,,502,888,434,
20-Apr-17,11,C2,3224,,534,363,608,
20-Apr-17,11,C3,335,,241,401,399,
20-Apr-17,11,D1,2683,,430,1003,571,
20-Apr-17,11,D2,N138,,599,1616,629,
20-Apr-17,11,D3,1803,,164,272,393,
20-Apr-17,11,E1,472,,242,582,584,
20-Apr-17,11,E2,3471,,276,605,543,
20-Apr-17,11,E3,3204,,192,489,603,
20-Apr-17,11,F1,1008,,434,746,418,
