"","otu_genus","Sample","Abundance","sample_name.1","Type","Parent.ID","Treatment","Species","Time.Point","Depth","Tank.num","Clade","Dups","Frag.ID","Domain","Phylum","Order","Class","Family","top.group"
"32","Otu00102-Pseudoalteromonas","S2142",0.00466666666666667,"S2142","sample",302,"High","Pocillopora_acuta","T1",4.6,3,"CCC",NA,"2142","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","differential"
"33","Otu00019-Synechococcus_CC9902","SN170",0.00433333333333333,"SN170","sample",307,"Ambient","Pocillopora_acuta","T1",4.9,1,"C42",NA,"N170","Bacteria","Cyanobacteria","Oxyphotobacteria","Synechococcales","Cyanobiaceae","differential"
"34","Otu00019-Synechococcus_CC9902","S2893",0.004,"S2893","sample",311,"High","Pocillopora_acuta","TF",7.3,2,"C42",NA,"2893","Bacteria","Cyanobacteria","Oxyphotobacteria","Synechococcales","Cyanobiaceae","differential"
"35","Otu00019-Synechococcus_CC9902","SN104",0.004,"SN104","sample",310,"Ambient","Pocillopora_acuta","T1",4,8,"CCC",NA,"N104","Bacteria","Cyanobacteria","Oxyphotobacteria","Synechococcales","Cyanobiaceae","differential"
"36","Otu00102-Pseudoalteromonas","SN169",0.00366666666666667,"SN169","sample",305,"Ambient","Pocillopora_acuta","TF",6.1,5,"C42",NA,"N169","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","differential"
"37","Otu00019-Synechococcus_CC9902","S755",0.00333333333333333,"S755","sample",312,"High","Pocillopora_acuta","T0",5.8,5,"CCC",NA,"755","Bacteria","Cyanobacteria","Oxyphotobacteria","Synechococcales","Cyanobiaceae","differential"
"38","Otu00019-Synechococcus_CC9902","S3512",0.00333333333333333,"S3512","sample",310,"High","Pocillopora_acuta","T1",4,7,"CCC",NA,"3512","Bacteria","Cyanobacteria","Oxyphotobacteria","Synechococcales","Cyanobiaceae","differential"
"39","Otu00102-Pseudoalteromonas","SN89",0.00333333333333333,"SN89","sample",311,"Ambient","Pocillopora_acuta","T1",7.3,4,"C42",NA,"N89","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","differential"
"40","Otu00019-Synechococcus_CC9902","S1443b",0.00266666666666667,"S1443b","sample",308,"Ambient","Pocillopora_acuta","T1",6.7,5,"CCC",NA,"1443","Bacteria","Cyanobacteria","Oxyphotobacteria","Synechococcales","Cyanobiaceae","differential"
"41","Otu00019-Synechococcus_CC9902","S785b",0.00266666666666667,"S785b","sample",306,"Ambient","Pocillopora_acuta","TF",6.1,9,"CCC",NA,"779","Bacteria","Cyanobacteria","Oxyphotobacteria","Synechococcales","Cyanobiaceae","differential"
"42","Otu00019-Synechococcus_CC9902","SN89",0.00266666666666667,"SN89","sample",311,"Ambient","Pocillopora_acuta","T1",7.3,4,"C42",NA,"N89","Bacteria","Cyanobacteria","Oxyphotobacteria","Synechococcales","Cyanobiaceae","differential"
"43","Otu00019-Synechococcus_CC9902","S3486",0.002,"S3486","sample",306,"High","Pocillopora_acuta","TF",6.1,6,"CCC",NA,"3486","Bacteria","Cyanobacteria","Oxyphotobacteria","Synechococcales","Cyanobiaceae","differential"
"44","Otu00019-Synechococcus_CC9902","S3513",0.000666666666666667,"S3513","sample",303,"High","Pocillopora_acuta","T1",4.9,2,"CCC",NA,"3513","Bacteria","Cyanobacteria","Oxyphotobacteria","Synechococcales","Cyanobiaceae","differential"
"45","Otu00019-Synechococcus_CC9902","S3059",0,"S3059","S3059",301,"High","Pocillopora_acuta","T1",4.9,6,"CCC",NA,"3059","Bacteria","Cyanobacteria","Oxyphotobacteria","Synechococcales","Cyanobiaceae","differential"
"46","Otu00019-Synechococcus_CC9902","S3481",0,"S3481","sample",312,"High","Pocillopora_acuta","TF",5.8,7,"CCC",NA,"3481","Bacteria","Cyanobacteria","Oxyphotobacteria","Synechococcales","Cyanobiaceae","differential"
"47","Otu00019-Synechococcus_CC9902","S431",0,"S431","sample",306,"Ambient","Pocillopora_acuta","T1",6.1,8,"CCC",NA,"431","Bacteria","Cyanobacteria","Oxyphotobacteria","Synechococcales","Cyanobiaceae","differential"
"48","Otu00019-Synechococcus_CC9902","S473",0,"S473","sample",305,"High","Pocillopora_acuta","TF",6.1,7,"C42",NA,"473","Bacteria","Cyanobacteria","Oxyphotobacteria","Synechococcales","Cyanobiaceae","differential"
"49","Otu00019-Synechococcus_CC9902","S3487",0,"S3487","sample",303,"High","Pocillopora_acuta","TF",4.9,6,"CCC",NA,"3487","Bacteria","Cyanobacteria","Oxyphotobacteria","Synechococcales","Cyanobiaceae","differential"
"50","Otu00019-Synechococcus_CC9902","S915",0,"S915","sample",304,"High","Pocillopora_acuta","T0",6.4,6,"CCC",NA,"915","Bacteria","Cyanobacteria","Oxyphotobacteria","Synechococcales","Cyanobiaceae","differential"
"51","Otu00019-Synechococcus_CC9902","SN30",0,"SN30","sample",307,"Ambient","Pocillopora_acuta","T0",4.9,4,"C42",NA,"N30","Bacteria","Cyanobacteria","Oxyphotobacteria","Synechococcales","Cyanobiaceae","differential"
"52","Otu00019-Synechococcus_CC9902","SN4",0,"SN4","sample",308,"Ambient","Pocillopora_acuta","T0",6.7,9,"CCC",NA,"N4","Bacteria","Cyanobacteria","Oxyphotobacteria","Synechococcales","Cyanobiaceae","differential"
"53","Otu00019-Synechococcus_CC9902","SN85",0,"SN85","sample",311,"Ambient","Pocillopora_acuta","T0",7.3,4,"C42",NA,"N85","Bacteria","Cyanobacteria","Oxyphotobacteria","Synechococcales","Cyanobiaceae","differential"
"54","Otu00019-Synechococcus_CC9902","SN18",0,"SN18","sample",301,"High","Pocillopora_acuta","T0",4.9,3,"CCC",NA,"N18","Bacteria","Cyanobacteria","Oxyphotobacteria","Synechococcales","Cyanobiaceae","differential"
"55","Otu00019-Synechococcus_CC9902","SN87",0,"SN87","sample",305,"High","Pocillopora_acuta","T0",6.1,3,"C42",NA,"N87","Bacteria","Cyanobacteria","Oxyphotobacteria","Synechococcales","Cyanobiaceae","differential"
"56","Otu00102-Pseudoalteromonas","S2879",0,"S2879","sample",301,"High","Pocillopora_acuta","TF",4.9,7,"CCC",NA,"2879","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","differential"
"57","Otu00102-Pseudoalteromonas","S2893",0,"S2893","sample",311,"High","Pocillopora_acuta","TF",7.3,2,"C42",NA,"2893","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","differential"
"58","Otu00102-Pseudoalteromonas","S3059",0,"S3059","S3059",301,"High","Pocillopora_acuta","T1",4.9,6,"CCC",NA,"3059","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","differential"
"59","Otu00102-Pseudoalteromonas","S2226",0,"S2226","sample",312,"Ambient","Pocillopora_acuta","TF",5.8,8,"CCC",NA,"2226","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","differential"
"60","Otu00102-Pseudoalteromonas","S3086",0,"S3086","sample",309,"High","Pocillopora_acuta","T1",5.5,11,"C42",NA,"3086","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","differential"
"61","Otu00102-Pseudoalteromonas","S2402",0,"S2402","sample",306,"High","Pocillopora_acuta","T1",6.1,3,"CCC",NA,"2402","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","differential"
"62","Otu00102-Pseudoalteromonas","S314",0,"S314","sample",305,"High","Pocillopora_acuta","T1",6.1,6,"C42",NA,"314","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","differential"
"63","Otu00102-Pseudoalteromonas","S2736",0,"S2736","sample",311,"High","Pocillopora_acuta","T1",7.3,11,"C42",NA,"2736","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","differential"
"64","Otu00102-Pseudoalteromonas","S3481",0,"S3481","sample",312,"High","Pocillopora_acuta","TF",5.8,7,"CCC",NA,"3481","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","differential"
"65","Otu00102-Pseudoalteromonas","S3486",0,"S3486","sample",306,"High","Pocillopora_acuta","TF",6.1,6,"CCC",NA,"3486","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","differential"
"66","Otu00102-Pseudoalteromonas","S473",0,"S473","sample",305,"High","Pocillopora_acuta","TF",6.1,7,"C42",NA,"473","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","differential"
"67","Otu00102-Pseudoalteromonas","S3487",0,"S3487","sample",303,"High","Pocillopora_acuta","TF",4.9,6,"CCC",NA,"3487","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","differential"
"68","Otu00102-Pseudoalteromonas","S755",0,"S755","sample",312,"High","Pocillopora_acuta","T0",5.8,5,"CCC",NA,"755","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","differential"
"69","Otu00102-Pseudoalteromonas","S785b",0,"S785b","sample",306,"Ambient","Pocillopora_acuta","TF",6.1,9,"CCC",NA,"779","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","differential"
"70","Otu00102-Pseudoalteromonas","S3512",0,"S3512","sample",310,"High","Pocillopora_acuta","T1",4,7,"CCC",NA,"3512","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","differential"
"71","Otu00102-Pseudoalteromonas","S915",0,"S915","sample",304,"High","Pocillopora_acuta","T0",6.4,6,"CCC",NA,"915","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","differential"
"72","Otu00102-Pseudoalteromonas","S3513",0,"S3513","sample",303,"High","Pocillopora_acuta","T1",4.9,2,"CCC",NA,"3513","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","differential"
"73","Otu00102-Pseudoalteromonas","SN2",0,"SN2","sample",306,"Ambient","Pocillopora_acuta","T0",6.1,11,"CCC",NA,"N2","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","differential"
"74","Otu00102-Pseudoalteromonas","SN30",0,"SN30","sample",307,"Ambient","Pocillopora_acuta","T0",4.9,4,"C42",NA,"N30","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","differential"
"75","Otu00102-Pseudoalteromonas","SN4",0,"SN4","sample",308,"Ambient","Pocillopora_acuta","T0",6.7,9,"CCC",NA,"N4","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","differential"
"76","Otu00102-Pseudoalteromonas","SN85",0,"SN85","sample",311,"Ambient","Pocillopora_acuta","T0",7.3,4,"C42",NA,"N85","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","differential"
"77","Otu00102-Pseudoalteromonas","SN18",0,"SN18","sample",301,"High","Pocillopora_acuta","T0",4.9,3,"CCC",NA,"N18","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","differential"
"78","Otu00102-Pseudoalteromonas","SN87",0,"SN87","sample",305,"High","Pocillopora_acuta","T0",6.1,3,"C42",NA,"N87","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","differential"
"79","Otu00001-Endozoicomonas","S3486",0.495333333333333,"S3486","sample",306,"High","Pocillopora_acuta","TF",6.1,6,"CCC",NA,"3486","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"80","Otu00001-Endozoicomonas","S2893",0.453,"S2893","sample",311,"High","Pocillopora_acuta","TF",7.3,2,"C42",NA,"2893","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"81","Otu00001-Endozoicomonas","S314",0.252666666666667,"S314","sample",305,"High","Pocillopora_acuta","T1",6.1,6,"C42",NA,"314","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"82","Otu00001-Endozoicomonas","S1443b",0.145,"S1443b","sample",308,"Ambient","Pocillopora_acuta","T1",6.7,5,"CCC",NA,"1443","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"83","Otu00001-Endozoicomonas","SN197b",0.121,"SN197b","sample",309,"Ambient","Pocillopora_acuta","T1",5.5,8,"C42",NA,"N197","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"84","Otu00001-Endozoicomonas","S3086",0.102333333333333,"S3086","sample",309,"High","Pocillopora_acuta","T1",5.5,11,"C42",NA,"3086","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"85","Otu00001-Endozoicomonas","SN30",0.075,"SN30","sample",307,"Ambient","Pocillopora_acuta","T0",4.9,4,"C42",NA,"N30","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"86","Otu00068-Alphaproteobacteria_unclassified","S2879",0.054,"S2879","sample",301,"High","Pocillopora_acuta","TF",4.9,7,"CCC",NA,"2879","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","core"
"87","Otu00001-Endozoicomonas","S3512",0.0456666666666667,"S3512","sample",310,"High","Pocillopora_acuta","T1",4,7,"CCC",NA,"3512","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"88","Otu00091-Arthrobacter","S403",0.0456666666666667,"S403","sample",309,"Ambient","Pocillopora_acuta","TF",5.5,9,"C42",NA,"403","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","core"
"89","Otu00114-Thalassobius","SN197b",0.0456666666666667,"SN197b","sample",309,"Ambient","Pocillopora_acuta","T1",5.5,8,"C42",NA,"N197","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"90","Otu00019-Synechococcus_CC9902","S3086",0.0433333333333333,"S3086","sample",309,"High","Pocillopora_acuta","T1",5.5,11,"C42",NA,"3086","Bacteria","Cyanobacteria","Oxyphotobacteria","Synechococcales","Cyanobiaceae","core"
"91","Otu00114-Thalassobius","S403",0.0433333333333333,"S403","sample",309,"Ambient","Pocillopora_acuta","TF",5.5,9,"C42",NA,"403","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"92","Otu00114-Thalassobius","SN198",0.0386666666666667,"SN198","sample",305,"Ambient","Pocillopora_acuta","T1",6.1,9,"C42",NA,"N198","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"93","Otu00068-Alphaproteobacteria_unclassified","S403",0.038,"S403","sample",309,"Ambient","Pocillopora_acuta","TF",5.5,9,"C42",NA,"403","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","core"
"94","Otu00091-Arthrobacter","S1443b",0.0373333333333333,"S1443b","sample",308,"Ambient","Pocillopora_acuta","T1",6.7,5,"CCC",NA,"1443","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","core"
"95","Otu00091-Arthrobacter","S2226",0.037,"S2226","sample",312,"Ambient","Pocillopora_acuta","TF",5.8,8,"CCC",NA,"2226","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","core"
"96","Otu00114-Thalassobius","S3086",0.035,"S3086","sample",309,"High","Pocillopora_acuta","T1",5.5,11,"C42",NA,"3086","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"97","Otu00001-Endozoicomonas","SN169",0.0326666666666667,"SN169","sample",305,"Ambient","Pocillopora_acuta","TF",6.1,5,"C42",NA,"N169","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"98","Otu00114-Thalassobius","SN2",0.0313333333333333,"SN2","sample",306,"Ambient","Pocillopora_acuta","T0",6.1,11,"CCC",NA,"N2","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"99","Otu00068-Alphaproteobacteria_unclassified","SN158",0.028,"SN158","sample",307,"Ambient","Pocillopora_acuta","TF",4.9,5,"C42",NA,"N158","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","core"
"100","Otu00001-Endozoicomonas","SN198",0.0266666666666667,"SN198","sample",305,"Ambient","Pocillopora_acuta","T1",6.1,9,"C42",NA,"N198","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"101","Otu00068-Alphaproteobacteria_unclassified","S473",0.0263333333333333,"S473","sample",305,"High","Pocillopora_acuta","TF",6.1,7,"C42",NA,"473","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","core"
"102","Otu00091-Arthrobacter","S314",0.0256666666666667,"S314","sample",305,"High","Pocillopora_acuta","T1",6.1,6,"C42",NA,"314","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","core"
"103","Otu00068-Alphaproteobacteria_unclassified","S3487",0.0253333333333333,"S3487","sample",303,"High","Pocillopora_acuta","TF",4.9,6,"CCC",NA,"3487","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","core"
"104","Otu00001-Endozoicomonas","SN18",0.025,"SN18","sample",301,"High","Pocillopora_acuta","T0",4.9,3,"CCC",NA,"N18","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"105","Otu00068-Alphaproteobacteria_unclassified","SN132",0.0246666666666667,"SN132","sample",308,"Ambient","Pocillopora_acuta","TF",6.7,9,"CCC",NA,"N132","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","core"
"106","Otu00001-Endozoicomonas","S2142",0.0213333333333333,"S2142","sample",302,"High","Pocillopora_acuta","T1",4.6,3,"CCC",NA,"2142","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"107","Otu00001-Endozoicomonas","S2736",0.0213333333333333,"S2736","sample",311,"High","Pocillopora_acuta","T1",7.3,11,"C42",NA,"2736","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"108","Otu00068-Alphaproteobacteria_unclassified","S3081",0.0213333333333333,"S3081","sample",304,"Ambient","Pocillopora_acuta","TF",6.4,1,"CCC",NA,"3081","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","core"
"109","Otu00001-Endozoicomonas","SN4",0.0203333333333333,"SN4","sample",308,"Ambient","Pocillopora_acuta","T0",6.7,9,"CCC",NA,"N4","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"110","Otu00068-Alphaproteobacteria_unclassified","S1061",0.02,"S1061","sample",301,"Ambient","Pocillopora_acuta","TF",4.9,5,"CCC",NA,"1061","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","core"
