"","X","otu_genus","Sample","Abundance","sample_name.1","Type","Parent.ID","Treatment","Species","Time.Point","Depth","Tank.num","Clade","Dups","Frag.ID","Domain","Phylum","Order","Class","Family","top.group"
"11",114,"Otu00011-Candidatus_Amoebophilus","SN84",0.129333333333333,"SN84","sample",360,"High","Pavona_varians","T0",2,8,"C27","","N84","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","core"
"12",72,"Otu00011-Candidatus_Amoebophilus","S2629",0.124666666666667,"S2629","sample",355,"High","Pavona_varians","T1",3.8,3,"C27","","2629","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","core"
"13",73,"Otu00011-Candidatus_Amoebophilus","S231",0.115666666666667,"S231","sample",359,"Ambient","Pavona_varians","T0",2,9,"C27","","231","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","core"
"14",78,"Otu00011-Candidatus_Amoebophilus","S1413",0.115666666666667,"S1413","sample",357,"High","Pavona_varians","TF",4.7,11,"C27","","1413","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","core"
"15",92,"Otu00011-Candidatus_Amoebophilus","S2911",0.109,"S2911","sample",351,"High","Pavona_varians","T1",4.6,6,"C27","","2911","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","core"
"16",23,"Otu00001-Endozoicomonas","S2731",0.099,"S2731","sample",353,"High","Pavona_varians","TF",3.6,3,"C1","","2731","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"17",19,"Otu00001-Endozoicomonas","S2663",0.0896666666666667,"S2663","sample",355,"High","Pavona_varians","TF",3.8,7,"C27","","2663","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"18",97,"Otu00011-Candidatus_Amoebophilus","S488",0.089,"S488","sample",358,"Ambient","Pavona_varians","T0",4.8,5,"C1","","488","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","core"
"19",89,"Otu00011-Candidatus_Amoebophilus","S436",0.0796666666666667,"S436","sample",357,"Ambient","Pavona_varians","T1",4.7,4,"C27","","436","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","core"
"20",12,"Otu00001-Endozoicomonas","S148",0.0786666666666667,"S148","sample",356,"High","Pavona_varians","T0",5,7,"C1","","148","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"21",84,"Otu00011-Candidatus_Amoebophilus","S2731",0.0756666666666667,"S2731","sample",353,"High","Pavona_varians","TF",3.6,3,"C1","","2731","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","core"
"22",61,"Otu00011-Candidatus_Amoebophilus","S1688",0.0746666666666667,"S1688","sample",362,"Ambient","Pavona_varians","TF",6,5,"C27","","1688","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","core"
"23",74,"Otu00011-Candidatus_Amoebophilus","S1254",0.0706666666666667,"S1254","sample",362,"Ambient","Pavona_varians","T1",6,1,"C27","","1254","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","core"
"24",98,"Otu00011-Candidatus_Amoebophilus","SN108b",0.0706666666666667,"SN108b","sample",353,"Ambient","Pavona_varians","T1",3.6,9,"C1","","N108","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","core"
"25",45,"Otu00001-Endozoicomonas","SN217",0.062,"SN217","sample",361,"Ambient","Pavona_varians","TF",6.8,8,"C1","","N217","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"26",60,"Otu00011-Candidatus_Amoebophilus","S1068",0.062,"S1068","sample",356,"High","Pavona_varians","T1",5,3,"C1","","1068","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","core"
"27",83,"Otu00011-Candidatus_Amoebophilus","S208",0.0523333333333333,"S208","sample",354,"Ambient","Pavona_varians","T0",4.1,6,"C27","Yes","208","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","core"
"28",85,"Otu00011-Candidatus_Amoebophilus","S422",0.0486666666666667,"S422","sample",357,"Ambient","Pavona_varians","TF",4.7,8,"C27","","422","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","core"
"29",181,"Otu00104-Hyphomonadaceae_unclassified","S1803",0.0463333333333333,"S1803","sample",325,"High","Pavona_varians","TF",2.6,11,"C1","","1803","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"30",87,"Otu00011-Candidatus_Amoebophilus","S208b",0.0456666666666667,"S208b","sample",354,"Ambient","Pavona_varians","T0",4.1,6,"C27","Yes","208","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","core"
"31",90,"Otu00011-Candidatus_Amoebophilus","S391",0.042,"S391","sample",357,"Ambient","Pavona_varians","T0",4.7,9,"C27","","391","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","core"
"32",111,"Otu00011-Candidatus_Amoebophilus","SN35",0.042,"SN35","sample",353,"Ambient","Pavona_varians","T0",3.6,11,"C1","","N35","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","core"
"33",47,"Otu00001-Endozoicomonas","S3383",0.0346666666666667,"S3383","sample",356,"High","Pavona_varians","TF",5,6,"C1","","3383","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"34",149,"Otu00096-Rhodobacteraceae_unclassified","S3137",0.0333333333333333,"S3137","sample",359,"High","Pavona_varians","T1",2,2,"C27",NA,"3137","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"35",113,"Otu00011-Candidatus_Amoebophilus","SN35b",0.0276666666666667,"SN35b","sample",353,"Ambient","Pavona_varians","T0",3.6,11,"C1","","N35","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","core"
"36",26,"Otu00001-Endozoicomonas","S208b",0.0186666666666667,"S208b","sample",354,"Ambient","Pavona_varians","T0",4.1,6,"C27","Yes","208","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"37",24,"Otu00001-Endozoicomonas","S422",0.0183333333333333,"S422","sample",357,"Ambient","Pavona_varians","TF",4.7,8,"C27","","422","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"38",101,"Otu00011-Candidatus_Amoebophilus","S490",0.0166666666666667,"S490","sample",357,"High","Pavona_varians","T1",4.7,2,"C27","","490","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","core"
"39",169,"Otu00096-Rhodobacteraceae_unclassified","S955",0.0163333333333333,"S955","sample",325,"Ambient","Pavona_varians","TF",2.6,9,"C1","","955","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"40",36,"Otu00001-Endozoicomonas","S488",0.016,"S488","sample",358,"Ambient","Pavona_varians","T0",4.8,5,"C1","","488","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"41",133,"Otu00096-Rhodobacteraceae_unclassified","S2731",0.016,"S2731","sample",353,"High","Pavona_varians","TF",3.6,3,"C1","","2731","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"42",46,"Otu00001-Endozoicomonas","S955",0.0126666666666667,"S955","sample",325,"Ambient","Pavona_varians","TF",2.6,9,"C1","","955","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"43",139,"Otu00096-Rhodobacteraceae_unclassified","S2328",0.0126666666666667,"S2328","sample",359,"High","Pavona_varians","TF",2,3,"C27","","2328","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"44",213,"Otu00104-Hyphomonadaceae_unclassified","S775",0.0116666666666667,"S775","sample",361,"High","Pavona_varians","TF",6.8,7,"C1","","775","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"45",91,"Otu00011-Candidatus_Amoebophilus","S2136",0.011,"S2136","sample",362,"High","Pavona_varians","TF",6,11,"C27","","2136","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","core"
"46",221,"Otu00104-Hyphomonadaceae_unclassified","S914",0.0106666666666667,"S914","sample",325,"High","Pavona_varians","T0",2.6,11,"C1","","914","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"47",29,"Otu00001-Endozoicomonas","S2328",0.0103333333333333,"S2328","sample",359,"High","Pavona_varians","TF",2,3,"C27","","2328","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"48",75,"Otu00011-Candidatus_Amoebophilus","S1982",0.01,"S1982","sample",351,"High","Pavona_varians","T0",4.6,3,"C27","","1982","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","core"
"49",58,"Otu00011-Candidatus_Amoebophilus","S1037",0.00966666666666667,"S1037","sample",358,"Ambient","Pavona_varians","TF",4.8,9,"C1","","1037","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","core"
"50",160,"Otu00096-Rhodobacteraceae_unclassified","SN108b",0.008,"SN108b","sample",353,"Ambient","Pavona_varians","T1",3.6,9,"C1","","N108","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"51",162,"Otu00096-Rhodobacteraceae_unclassified","S664",0.00766666666666667,"S664","sample",361,"Ambient","Pavona_varians","T1",6.8,5,"C1","","664","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"52",128,"Otu00096-Rhodobacteraceae_unclassified","S2001",0.007,"S2001","sample",354,"High","Pavona_varians","T1",4.1,11,"C27","","2001","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"53",144,"Otu00096-Rhodobacteraceae_unclassified","S2214",0.007,"S2214","sample",351,"Ambient","Pavona_varians","TF",4.6,8,"C27","","2214","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"54",154,"Otu00096-Rhodobacteraceae_unclassified","S554",0.007,"S554","sample",354,"Ambient","Pavona_varians","T1",4.1,1,"C27","","554","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"55",197,"Otu00104-Hyphomonadaceae_unclassified","S2001",0.007,"S2001","sample",354,"High","Pavona_varians","T1",4.1,11,"C27","","2001","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"56",217,"Otu00104-Hyphomonadaceae_unclassified","S832",0.00666666666666667,"S832","sample",360,"Ambient","Pavona_varians","TF",2,1,"C27","","832","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"57",8,"Otu00001-Endozoicomonas","S1556",0.00633333333333333,"S1556","sample",355,"Ambient","Pavona_varians","TF",3.8,4,"C27","","1556","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"58",173,"Otu00104-Hyphomonadaceae_unclassified","S1556",0.00633333333333333,"S1556","sample",355,"Ambient","Pavona_varians","TF",3.8,4,"C27","","1556","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"59",223,"Otu00104-Hyphomonadaceae_unclassified","S554",0.00633333333333333,"S554","sample",354,"Ambient","Pavona_varians","T1",4.1,1,"C27","","554","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"60",76,"Otu00011-Candidatus_Amoebophilus","S263",0.006,"S263","sample",361,"Ambient","Pavona_varians","T0",6.8,1,"C1","","263","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","core"
"61",143,"Otu00096-Rhodobacteraceae_unclassified","S249",0.006,"S249","sample",360,"Ambient","Pavona_varians","T1",2,5,"C27","","249","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"62",168,"Otu00096-Rhodobacteraceae_unclassified","SN217",0.006,"SN217","sample",361,"Ambient","Pavona_varians","TF",6.8,8,"C1","","N217","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"63",37,"Otu00001-Endozoicomonas","SN108b",0.00566666666666667,"SN108b","sample",353,"Ambient","Pavona_varians","T1",3.6,9,"C1","","N108","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"64",53,"Otu00001-Endozoicomonas","S914",0.00566666666666667,"S914","sample",325,"High","Pavona_varians","T0",2.6,11,"C1","","914","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"65",195,"Otu00104-Hyphomonadaceae_unclassified","S2328",0.00566666666666667,"S2328","sample",359,"High","Pavona_varians","TF",2,3,"C27","","2328","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"66",201,"Otu00104-Hyphomonadaceae_unclassified","S2948",0.00566666666666667,"S2948","sample",351,"High","Pavona_varians","TF",4.6,7,"C27","","2948","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"67",59,"Otu00011-Candidatus_Amoebophilus","S1556",0.00533333333333333,"S1556","sample",355,"Ambient","Pavona_varians","TF",3.8,4,"C27","","1556","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","core"
"68",161,"Otu00096-Rhodobacteraceae_unclassified","S832",0.00533333333333333,"S832","sample",360,"Ambient","Pavona_varians","TF",2,1,"C27","","832","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"69",198,"Otu00104-Hyphomonadaceae_unclassified","S2663",0.00533333333333333,"S2663","sample",355,"High","Pavona_varians","TF",3.8,7,"C27","","2663","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"70",207,"Otu00104-Hyphomonadaceae_unclassified","S436",0.00533333333333333,"S436","sample",357,"Ambient","Pavona_varians","T1",4.7,4,"C27","","436","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"71",145,"Otu00096-Rhodobacteraceae_unclassified","S2948",0.00466666666666667,"S2948","sample",351,"High","Pavona_varians","TF",4.6,7,"C27","","2948","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"72",185,"Otu00104-Hyphomonadaceae_unclassified","S1857",0.00466666666666667,"S1857","sample",362,"High","Pavona_varians","T1",6,2,"C27","","1857","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"73",31,"Otu00001-Endozoicomonas","S2911",0.00433333333333333,"S2911","sample",351,"High","Pavona_varians","T1",4.6,6,"C27","","2911","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"74",65,"Otu00011-Candidatus_Amoebophilus","S1526",0.00433333333333333,"S1526","sample",358,"High","Pavona_varians","TF",4.8,11,"C1","","1526","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","core"
"75",22,"Otu00001-Endozoicomonas","S208",0.004,"S208","sample",354,"Ambient","Pavona_varians","T0",4.1,6,"C27","Yes","208","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"76",125,"Otu00096-Rhodobacteraceae_unclassified","S1803",0.004,"S1803","sample",325,"High","Pavona_varians","TF",2.6,11,"C1","","1803","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"77",137,"Otu00096-Rhodobacteraceae_unclassified","S2849",0.004,"S2849","sample",360,"High","Pavona_varians","T1",2,3,"C27","","2849","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"78",208,"Otu00104-Hyphomonadaceae_unclassified","S391",0.004,"S391","sample",357,"Ambient","Pavona_varians","T0",4.7,9,"C27","","391","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"79",218,"Otu00104-Hyphomonadaceae_unclassified","S664",0.004,"S664","sample",361,"Ambient","Pavona_varians","T1",6.8,5,"C1","","664","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"80",1,"Otu00001-Endozoicomonas","S1037",0.00366666666666667,"S1037","sample",358,"Ambient","Pavona_varians","TF",4.8,9,"C1","","1037","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"81",67,"Otu00011-Candidatus_Amoebophilus","S1857",0.00366666666666667,"S1857","sample",362,"High","Pavona_varians","T1",6,2,"C27","","1857","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","core"
"82",142,"Otu00096-Rhodobacteraceae_unclassified","S2663",0.00366666666666667,"S2663","sample",355,"High","Pavona_varians","TF",3.8,7,"C27","","2663","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"83",5,"Otu00001-Endozoicomonas","S1803",0.00333333333333333,"S1803","sample",325,"High","Pavona_varians","TF",2.6,11,"C1","","1803","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"84",34,"Otu00001-Endozoicomonas","S2214",0.00333333333333333,"S2214","sample",351,"Ambient","Pavona_varians","TF",4.6,8,"C27","","2214","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"85",129,"Otu00096-Rhodobacteraceae_unclassified","S1857",0.00333333333333333,"S1857","sample",362,"High","Pavona_varians","T1",6,2,"C27","","1857","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"86",227,"Otu00104-Hyphomonadaceae_unclassified","SN35",0.00333333333333333,"SN35","sample",353,"Ambient","Pavona_varians","T0",3.6,11,"C1","","N35","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"87",20,"Otu00001-Endozoicomonas","S249",0.003,"S249","sample",360,"Ambient","Pavona_varians","T1",2,5,"C27","","249","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"88",43,"Otu00001-Endozoicomonas","S3246",0.003,"S3246","sample",353,"High","Pavona_varians","T1",3.6,2,"C1","","3246","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"89",191,"Otu00104-Hyphomonadaceae_unclassified","S231",0.003,"S231","sample",359,"Ambient","Pavona_varians","T0",2,9,"C27","","231","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"90",39,"Otu00001-Endozoicomonas","S3137",0.00266666666666667,"S3137","sample",359,"High","Pavona_varians","T1",2,2,"C27",NA,"3137","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"91",147,"Otu00096-Rhodobacteraceae_unclassified","S422",0.00266666666666667,"S422","sample",357,"Ambient","Pavona_varians","TF",4.7,8,"C27","","422","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"92",187,"Otu00104-Hyphomonadaceae_unclassified","S2214",0.00266666666666667,"S2214","sample",351,"Ambient","Pavona_varians","TF",4.6,8,"C27","","2214","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"93",215,"Otu00104-Hyphomonadaceae_unclassified","S488",0.00266666666666667,"S488","sample",358,"Ambient","Pavona_varians","T0",4.8,5,"C1","","488","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"94",35,"Otu00001-Endozoicomonas","S2948",0.00233333333333333,"S2948","sample",351,"High","Pavona_varians","TF",4.6,7,"C27","","2948","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"95",206,"Otu00104-Hyphomonadaceae_unclassified","S2849",0.00233333333333333,"S2849","sample",360,"High","Pavona_varians","T1",2,3,"C27","","2849","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"96",216,"Otu00104-Hyphomonadaceae_unclassified","SN108b",0.00233333333333333,"SN108b","sample",353,"Ambient","Pavona_varians","T1",3.6,9,"C1","","N108","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"97",99,"Otu00011-Candidatus_Amoebophilus","S832",0.002,"S832","sample",360,"Ambient","Pavona_varians","TF",2,1,"C27","","832","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","core"
"98",177,"Otu00104-Hyphomonadaceae_unclassified","S1688",0.002,"S1688","sample",362,"Ambient","Pavona_varians","TF",6,5,"C27","","1688","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"99",178,"Otu00104-Hyphomonadaceae_unclassified","S148",0.002,"S148","sample",356,"High","Pavona_varians","T0",5,7,"C1","","148","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"100",48,"Otu00001-Endozoicomonas","S616",0.00166666666666667,"S616","sample",355,"High","Pavona_varians","T0",3.8,2,"C27","","616","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"101",130,"Otu00096-Rhodobacteraceae_unclassified","S1556",0.00166666666666667,"S1556","sample",355,"Ambient","Pavona_varians","TF",3.8,4,"C27","","1556","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"102",151,"Otu00096-Rhodobacteraceae_unclassified","S436",0.00166666666666667,"S436","sample",357,"Ambient","Pavona_varians","T1",4.7,4,"C27","","436","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"103",214,"Otu00104-Hyphomonadaceae_unclassified","S616",0.00166666666666667,"S616","sample",355,"High","Pavona_varians","T0",3.8,2,"C27","","616","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"104",14,"Otu00001-Endozoicomonas","S1982",0.00133333333333333,"S1982","sample",351,"High","Pavona_varians","T0",4.6,3,"C27","","1982","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"105",63,"Otu00011-Candidatus_Amoebophilus","S1108",0.00133333333333333,"S1108","sample",362,"High","Pavona_varians","T0",6,9,"C27","","1108","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","core"
"106",120,"Otu00096-Rhodobacteraceae_unclassified","S1943",0.00133333333333333,"S1943","sample",358,"High","Pavona_varians","T1",4.8,7,"C1","","1943","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"107",153,"Otu00096-Rhodobacteraceae_unclassified","S3246",0.00133333333333333,"S3246","sample",353,"High","Pavona_varians","T1",3.6,2,"C1","","3246","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"108",156,"Otu00096-Rhodobacteraceae_unclassified","S420",0.00133333333333333,"S420","sample",354,"Ambient","Pavona_varians","TF",4.1,4,"C27","","420","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"109",189,"Otu00104-Hyphomonadaceae_unclassified","S1943",0.00133333333333333,"S1943","sample",358,"High","Pavona_varians","T1",4.8,7,"C1","","1943","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"110",194,"Otu00104-Hyphomonadaceae_unclassified","S263",0.00133333333333333,"S263","sample",361,"Ambient","Pavona_varians","T0",6.8,1,"C1","","263","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"111",222,"Otu00104-Hyphomonadaceae_unclassified","S761",0.00133333333333333,"S761","sample",355,"Ambient","Pavona_varians","T1",3.8,1,"C27","","761","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"112",228,"Otu00104-Hyphomonadaceae_unclassified","SN35b",0.00133333333333333,"SN35b","sample",353,"Ambient","Pavona_varians","T0",3.6,11,"C1","","N35","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"113",2,"Otu00001-Endozoicomonas","S1068",0.001,"S1068","sample",356,"High","Pavona_varians","T1",5,3,"C1","","1068","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
