sample_uid	sample_name	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodiniaceae_seqs	post_taxa_id_unique_symbiodiniaceae_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodiniaceae_seqs	post_taxa_id_unique_non_symbiodiniaceae_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	sample_type	host_phylum	host_class	host_order	host_family	host_genus	host_species	collection_latitude	collection_longitude	collection_date	collection_depth
113020	S1443	28605	21567	293	21310	291	257	2	0	0	20844	9	0	0	105	0	0	0	0	0	0	coral	cnidaria	anothozoa	scleractinia	pocilloporidae	pocillopora	acuta	999.00000000	999.00000000	NoData	NoData
113164	SN4	32349	25954	347	25747	345	198	1	9	1	24839	13	0	0	268	0	0	0	0	0	0	coral	cnidaria	anothozoa	scleractinia	pocilloporidae	pocillopora	acuta	999.00000000	999.00000000	NoData	NoData
113174	SN6	32816	26309	342	25866	339	437	2	6	1	24841	13	0	0	308	0	0	0	0	0	0	coral	cnidaria	anothozoa	scleractinia	pocilloporidae	pocillopora	acuta	999.00000000	999.00000000	NoData	NoData
112988	S755	40618	32098	491	31714	489	384	2	0	0	30617	10	0	0	1233	0	0	0	0	0	0	coral	cnidaria	anothozoa	scleractinia	pocilloporidae	pocillopora	acuta	999.00000000	999.00000000	NoData	NoData
113032	S1895	28908	22034	262	21790	260	240	1	4	1	21261	11	0	0	980	0	0	0	0	0	0	coral	cnidaria	anothozoa	scleractinia	pocilloporidae	pocillopora	acuta	999.00000000	999.00000000	NoData	NoData
113039	S2226	29842	22728	271	22422	268	300	1	6	2	21769	13	0	0	1114	0	0	0	0	0	0	coral	cnidaria	anothozoa	scleractinia	pocilloporidae	pocillopora	acuta	999.00000000	999.00000000	NoData	NoData
113134	SN158	34545	27102	302	26817	300	285	2	0	0	25870	14	0	0	437	0	0	0	0	0	0	coral	cnidaria	anothozoa	scleractinia	pocilloporidae	pocillopora	acuta	999.00000000	999.00000000	NoData	NoData
113090	S3489	44022	34826	392	34380	390	440	1	6	1	32962	14	0	0	530	0	0	0	0	0	0	coral	cnidaria	anothozoa	scleractinia	pocilloporidae	pocillopora	acuta	999.00000000	999.00000000	NoData	NoData
113053	S3025	26501	19893	237	19562	235	327	1	4	1	18811	15	0	0	308	0	0	0	0	0	0	coral	cnidaria	anothozoa	scleractinia	pocilloporidae	pocillopora	acuta	999.00000000	999.00000000	NoData	NoData
112997	S915	33812	27858	381	27853	380	5	1	0	0	26839	4	0	0	0	0	0	0	0	0	0	coral	cnidaria	anothozoa	scleractinia	pocilloporidae	pocillopora	acuta	999.00000000	999.00000000	NoData	NoData
113057	S3085	67147	54736	643	54721	642	0	0	15	1	52608	5	0	0	0	0	0	0	0	0	0	coral	cnidaria	anothozoa	scleractinia	pocilloporidae	pocillopora	acuta	999.00000000	999.00000000	NoData	NoData
113102	S3085b	37337	29094	411	29094	411	0	0	0	0	28342	5	0	0	0	0	0	0	0	0	0	coral	cnidaria	anothozoa	scleractinia	pocilloporidae	pocillopora	acuta	999.00000000	999.00000000	NoData	NoData
113056	S3081	25439	19392	306	19389	305	3	1	0	0	18819	5	0	0	0	0	0	0	0	0	0	coral	cnidaria	anothozoa	scleractinia	pocilloporidae	pocillopora	acuta	999.00000000	999.00000000	NoData	NoData
113197	S779	33973	27053	377	26909	376	144	1	0	0	26368	5	0	0	0	0	0	0	0	0	0	coral	cnidaria	anothozoa	scleractinia	pocilloporidae	pocillopora	acuta	999.00000000	999.00000000	NoData	NoData
113087	S3486	25937	17277	265	17190	264	87	1	0	0	16752	6	0	0	0	0	0	0	0	0	0	coral	cnidaria	anothozoa	scleractinia	pocilloporidae	pocillopora	acuta	999.00000000	999.00000000	NoData	NoData
112973	S431	37581	29519	378	29348	377	171	1	0	0	28581	5	0	0	0	0	0	0	0	0	0	coral	cnidaria	anothozoa	scleractinia	pocilloporidae	pocillopora	acuta	999.00000000	999.00000000	NoData	NoData
113043	S2402	29039	20406	252	20319	251	87	1	0	0	19813	6	0	0	0	0	0	0	0	0	0	coral	cnidaria	anothozoa	scleractinia	pocilloporidae	pocillopora	acuta	999.00000000	999.00000000	NoData	NoData
113153	SN209	35715	28878	367	28878	367	0	0	0	0	28109	6	0	0	0	0	0	0	0	0	0	coral	cnidaria	anothozoa	scleractinia	pocilloporidae	pocillopora	acuta	999.00000000	999.00000000	NoData	NoData
